@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
microsoft,irrelevant,'RT NielsMoelard En daar gaan we weer pakt vergrootglas erbij zoeken naar die leuke nieuwe collega http t co jy7fBeID vacature'
apple,negative,'apple give me my apps back'
microsoft,neutral,'microsoft volume 1 microsoft powerpoint procedural syntax http t co InQbcG68 GO with Microsoft PowerPoint 2007 Volume 1'
microsoft,neutral,'GeeCloud Congratulations to Softline Pastel SageGroupZA for winning ISV of the Year at Microsoft partnersummit SoftlinePastel'
twitter,positive,'My 100 tweet goes to twitter Thanks for providing me with another way of keeping me busy during school'
microsoft,neutral,'New snom Webinar Nov 2 Accelerate Microsoft Lync Deployments with snom UC Register here http t co FYyIIMIX VARs phones'
microsoft,neutral,'1st public test release for the Roslyn project http t co 0j9ly9Y8 giving APIs to the C compiler and visual basic but microsoft'
twitter,neutral,'RT ChrisPirillo Tired of those spammy Twitter DMs http t co atMIoMoO twitter spam'
google,irrelevant,'Excelente Proximo cel RT Giuliano3G Presentanci n Android 4 0 y Samsung Nexus Prime http t co 8l9vzqgn Google Se jodi iOS5'
apple,irrelevant,'Oja ik ben gelijk al mijn apps kwijt bedankt apple'
microsoft,neutral,'Microsoft researchers want to turn your hand into a touchscreen http t co UoPSyLTO Institute University accuracy applications'
microsoft,irrelevant,'Microsoft Security Essential 1 115 131 0 gt http t co 8K7uMmFZ Microsoft'
twitter,neutral,'winnipeg rt andkatmy Winnipeg needs better local news coverage tired of not being in the know Thanks twitter'
apple,neutral,'Saw that apple is covered with msgs 4 steve jobs Nice to kno ppl r still saying thankyousteve'
google,irrelevant,'Ice Cream Sandwich Android 4 0 gepresenteerd http t co gscupQUV via TabletGuide NL android tablet google'
microsoft,irrelevant,'Cachando que markrussinovich aparte de ser un maestro geek tambi n escribe novelas http t co OcTuUYlo microsoft'
google,neutral,'Is Google planning to launch its own iTunes rival The Times of India http t co 1x73o5Yz google'
twitter,neutral,'I wishh twitter would tell me who retweets my stuff'
twitter,irrelevant,'putamadre hay gente que pasa todo el d a poniendo sus problemas de amor cada 5 minutos en FB consiganse una cuenta de twitter losers'
google,neutral,'Google releases 50 new features for presentations in Google Docs Google is rolling out a s http t co HkCBc7pm google googleplus'
google,neutral,'ICS putting people at the heart You have GOT to be joking Google Now even copying slogans Ah I get it THOSE are not patented'
google,neutral,'LOL google http t co aeJ1Vrgj'
google,irrelevant,'NattaliaAlba mejor consulta ana y mia en google hahahha'
apple,positive,'RT imightbewrong I m OVER people bitching about the iPhone4S I think it s the smartest phone I ve ever had and I m very happy'
microsoft,neutral,'seguridadparatodos is using Microsoft Security Essentials and you thx msftsecresponse Our analysis Spanish http t co hUt3FQyA'
microsoft,negative,'Microsoft just bought Skype officially So how s the future of Skype on any other devices operating systems'
twitter,irrelevant,'Bueno twitter OoF q paSen Buenas nOChe rubioCoTiZe Acuerdese ya tah buenOh haha xD'
google,irrelevant,'Para los que tenemos un GalaxySII no se preocupen est 99 confirmado que tendremos Android 4 0 en este GRANDIOSO terminal Google'
microsoft,negative,'Oh how much do I loathe microsoft An hour to configure updates which it is then unable to do so another 20 mins reverting changes'
google,neutral,'How to use Google Alerts to http t co crMAaAGQ seo search google hack sem it business web marketing online yes hot winning'
twitter,neutral,'the marijuana loud so the hoes follow like Twitter'
twitter,positive,'twitter is jumpin as usual'
apple,neutral,'Will Apple s Mac ever properly be used in the financial markets or is it purely a creatives device Shift from IBM to Mac finpanther'
apple,neutral,'Apple s Siri is great but Google Android always had that functionality youtu be gGbYVvU0Z5s justsaying'
microsoft,neutral,'CNET Microsoft OmniTouch allows multitouch input on arbitrary everyday surfaces via andretelles http t co fEB4uIMr'
apple,neutral,'apple karaoke ceel w nandamaulida putriasmara galuhoktriana milatus p'
google,neutral,'Ice Cream Sandwich to stop carriers bullying smartphone users google android http t co a0wncHmI'
microsoft,negative,'theresamarosy haha k thought everybody knew Microsoft sucks'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype http t co 1WDCJldZ'
apple,irrelevant,'chefreggie06 rolandsmartin Apple get ready Tampa Bay the Martin s are coming to town Bring it on Buccaneers'
microsoft,neutral,'Infosys Microsoft team up to offer cloud services http t co 9dEVf9Tz'
microsoft,neutral,'What to Consider When Migrating to Microsoft Exchange 2010 http t co jmyt6myL yousendit booth 624 gartnersym'
twitter,irrelevant,'PartyLiveFree TWITTER FOLLOWERS FACEBOOK LIKES YOUTUBE VIEWS EMAIL BLASTS ETC getmorefacebookfanpagelikes'
google,neutral,'Personal finance security startup BillGuard raises 10mn from KhoslaVentures Peter Thiel s FoundersFund n Google http t co UdlOQFsA'
google,positive,'Infinite Spiral Bookcase for Google Books looks amazing interested to see where it is headed http t co RXWD6sN8'
microsoft,negative,'Microsoft knows how to kick off an opening but I don t quite see the edge for Windows Phone or their tablets iSorry http t co 9XDdXN1w'
google,irrelevant,'RT laurentalbaret 2 0 La recherche crypt e sur Google tendue aux utilisateurs connect s un service Google http t co K8oalek2'
apple,neutral,'Apple please put the Tab button back in Pages for iPad That hold my finger down wait for the insert tab then touch that for the tab SMH'
google,neutral,'Soooooo VerizonWireless All eyes on you When can we order Nexus Samsung Google ICS'
apple,neutral,'RT danysaadia ATTCustomerCare att apple I already have an ATT wireless line Can I buy a factory unlocked iPhone 4S with my contract'
apple,neutral,'California Governor JerryBrown declares today SteveJobsDay in his State Music video tribute http t co mNr1HIx2 mashable cnet apple'
twitter,irrelevant,'Ehhhh yOO Diiqooo lO que quiierooo xk es Miii Twitter'
microsoft,neutral,'RT HersheyTech tomcastiglia and sharepointony now presenting on SharePoint upgrade planning at our SharePoint ECM Summit at the M'
apple,positive,'Apple sells 4 million iPhones in 3 days apple keep doing what you are doing because you are doing it well http t co ZZc6bE0w'
google,positive,'Very nice trivia game by Google Helps you use their search better http t co c5Tu3dZK fb'
google,irrelevant,'Google Amazon http t co pjCyxd9J google amazon'
apple,negative,'Yellowgate Some iPhone 4S Users Complain of Yellow Tint to Screen http t co uaqrxTNk apple iphone4s'
google,neutral,'Android Google What s New in Ice Cream Sandwich Android 4 0 http t co z76pv0QV DhilipSiva'
twitter,irrelevant,'EddDarkfawn Eso digo yo pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en Twitter ajajajajaja'
apple,negative,'RT leiboaz Wow worst apple customer service experience ever Arrogant and inept Bad combo Biltmore Apple store'
google,neutral,'Chrome Experiment WebGL Bookcase http t co 1GNsOwmu Google'
google,irrelevant,'gt gt Google Buzz Google http t co mOfsDfFq google buzz'
apple,neutral,'iancollinsuk Apple what s incredible is that people still buy into apple as world beater s not true anymore'
twitter,irrelevant,'Que buenas frases que hay en twitter me parece que voy a hacer un libro jaja'
google,neutral,'Google updates Nexus site with Galaxy Nexus details http t co LaSn4ol0 android google'
google,irrelevant,'Google y Samsung presentan NexusGalaxy el Android m s potente del mercado y el primero en llevar el nuevo I http t co FYw5K9g7'
microsoft,neutral,'Microsoft Boxes Up Two New Xbox 360 Holiday Bundles With the holiday season just around the http t co cHyXxdI2'
google,neutral,'And thanks to TWIT s AAA crew for the live coverage of the Google Samsung announcement'
twitter,positive,'I lovee Twitter swaag'
twitter,positive,'There is no social media without Twitter Who could be Twitterless'
microsoft,neutral,'Job ICT System Administrator Windows GSI Consultants Zug http t co 96Vi7GIu Microsoft IT'
twitter,irrelevant,'majufedz EliasMM me retiro otro dia compartimos nuestras leccionesparalavida con el mundo de twitter jajaja'
microsoft,neutral,'How to install Windows 7 What to do before start Part 2 http t co vvaslUmA via Pureinfotech win7 tech software backup microsoft'
google,irrelevant,'google Jeux d t 2012 robes du soir 57e empire Jeux d t 2012 robes Empire robe de soir e robe d http t co zMD42jJJ wikileaks'
apple,irrelevant,'epicfail apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren het kost me dus geld zo n upgrade WAARDELOOS'
apple,negative,'I am so done with Att and apple s profitering and lack of customer service so fucking down with both'
microsoft,neutral,'RT robakk Start your private cloud fast with the new HP VirtualSystem for Microsoft http t co XEzz42Z2 HP Microsoft HyperV Syste'
google,irrelevant,'Salut les twittos Un petit r sum de cet conf ICS GOOGLE'
microsoft,neutral,'Microsoft are patenting applying personas of celebrities to Bing results http t co JBmsaU6O'
microsoft,neutral,'amaboura the entreprise version of Microsoft office365 is not available yet in Algeria i guess'
twitter,irrelevant,'aleExlima93 si voz lo que me perdi pero almenos lo disfrute twitter lo mejor'
apple,irrelevant,'sail phoenix next stop gt after quimera rock apple house'
microsoft,negative,'Reader Tronman compares SteveBallmer to an albatross around Microsoft s neck Do you agree Join the discussion http t co 2iJK0VB3'
apple,neutral,'Siri I could have done with out its not that great iPhone4S I hear the iPhone5 is coming out 2013 apple inc'
apple,positive,'The iphone4s is amazing Siri s voice recognition is absolutely a step above previous attempts Bravo apple'
microsoft,neutral,'Kinect projector makes all surfaces touchscreen ar touch microsoft xbox360 gaming games http t co 67CMvCki'
google,neutral,'Google announces dates for 2012 IO http t co 90xoKyQN'
google,irrelevant,'Das neue Google Galaxy Nexus haut mich nicht so sehr vom Hocker Ist meiner Meinung nach nur ein wenig besser als das SGS2'
microsoft,neutral,'Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft A rumor has surfaced that sugg http t co wHDrAQO4'
apple,neutral,'iMessage is here wid iOS5 RIP BBM cultofmac apple'
google,irrelevant,'google Google anuncia Galaxy Nexus com Android 4 0 http t co WplTBVS3 http t co WsfevVd4'
microsoft,neutral,'Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations'
twitter,irrelevant,'TwitTer Donde la gente Te confiesan Su Vida sin Preguntar O o'
apple,positive,'RT JamaicanIdler Lmao I think apple is onto something magical I am DYING haha Siri suggested where to find whores and where to h'
apple,neutral,'Apple Y U NO LET ME PRE ORDER IPHONE 4S'
microsoft,irrelevant,'RT ShariPaul Kofax tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft T'
apple,neutral,'Apple store dude i hear an accent where ru from me no from ct but ur not 1st 2 tell me that dude maybe its http t co 93Ztje8p'
google,irrelevant,'AsiaClassifiedToday Asian stocks rise on Europe debt plan hopes Belleville News Democrat http t co RQhgAIBF asia google ads'
twitter,neutral,'Time for bed good night twitter'
google,neutral,'The competition Google introduces Android 4 0 Ice Cream Sandwich and the Galaxy Nexus http t co 4vGGHF43'
apple,negative,'Seriously I have absolutely no offing clue what Apple means by authorization nor how to do it'
microsoft,positive,'lt 3 u microsoft'
microsoft,irrelevant,'Ben ik de enige met serieuze bedenkingen Howest wordt proefschool konijn voor Microsoft Office 365 http t co s2GGPb0G'
microsoft,irrelevant,'Steve Balmer a beau tre compl tement barge il a parfois des discours qui font mouche Ici sur le Cloud http t co AHM1vZUg Microsoft'
twitter,irrelevant,'Twitter Splitter 7 Gottes Kindergarten Willkommen in der gr ten Irrenanstalt der Welt http t co 97ynzVRE via Salecker'
google,negative,'WHERE THE HECK IS THE ANDROID SOURCE CODE WTF GOOGLE'
google,irrelevant,'Surfactants pdf ebook http t co JlzvsR9f google'
apple,irrelevant,'iPad iPad 1 Generation general berholt ab 389 Apple http t co tOv1xKQ8'
twitter,neutral,'briannaa Pls let us know if you need help w music marketing promo We got Twitter Youtube on lock http t co 8HFfjJv5'
twitter,irrelevant,'hace unos d as ten a 711 mensajes de e mail lo que m s quiero es leerlos todos acabo de ver y tengo 736 y lo peor facebook twitter 0'
apple,negative,'Ok Hindi keyboard in iOS5 is something to cheer about But apple what about support for 20 missing Indian languages FAIL'
microsoft,irrelevant,'tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft Tech Center in Irvine'
apple,irrelevant,'ninguem desliga o 3g do celular giuchavez Olha aqui apple na proxima atualiza ao eu quero um atalho pra ligar desligar a 3g Ok'
apple,neutral,'robcollingridge Apple Google and with a URL that works http t co vGSf529q'
twitter,neutral,'GForbz3 ma g wass good with you Didn t even kno you was on twitter when was the last time you touched down in the city'
apple,positive,'This good here iPhone will do me VERY well today Thanks to the gods that are apple'
google,positive,'Very nice trivia game by Google Helps you use their search better http t co ikN087ZE'
microsoft,neutral,'RT elearnnet microsoft edu Microsoft s Kinect brings playful learning to the Xbox 360 The Guardian http t co MW22MJOG'
twitter,irrelevant,'BuenDia Twitter Visite nuestra web y recomiendenos desde el boton tweet'
apple,negative,'should be studying doing work but no I m hold with apple HURRY THE FUCK UP nopatience'
twitter,neutral,'chrispirillo Re twitter 1 402 239 positive opinions http t co uUd7ea3v vs 688 546 negative http t co Q7Kf5xKz'
apple,negative,'De r iCloud I HATE U AND I HOPE YOU DIE YOU ARE THE WORST FUCKING INVENTION IN THE WORLD FUCK YOUUUUUUUUUUUU iCloud apple stevejobs'
twitter,neutral,'Swaagg me outt twitter'
twitter,irrelevant,'Bueno y ya dejen ese trasteo masivo de frases de twitter al facebook CREATIVIDAD GENTE CREEAAATIIIVIIIDAAAD'
microsoft,neutral,'Love the template name Microsoft Everyone that does SharePoint go to your site s layouts xsl internal xsl for a laugh'
microsoft,neutral,'How to oranise and sort your emails with the categories feature in Microsoft Outlook http t co NSpqbzFZ'
microsoft,neutral,'allie hooker Microsoft has the edge in its cloud integration across its different platforms Tablets still definitely lag behind though'
apple,neutral,'And Apple I still have an old MBP from 2006 which I use which can t run Lion I still like to sync it'
google,neutral,'WOW that AmberCole video hit Google I m done haha'
twitter,neutral,'Told myself I was in the bed early tonite somehow I end up back in the computer lab on Twitter smh guess it s the Gemini in me'
google,irrelevant,'P Gostei do novo sistema de reconhecimento facial do Android T o forte que n o liberou nem o dono do smartphone Google ICS'
twitter,irrelevant,'RT Daniel Evilla ese poco de pensamientos y frases de manes en twitter son pura pendejadas me imagino que no cumplen con ninguno'
microsoft,irrelevant,'MS XP http t co YGmidiiw Microsoft WindowsXP'
microsoft,neutral,'Steve Ballmer slams Android microsoft steveballmer http t co iYTWIZzv microsoft'
microsoft,irrelevant,'Dropbox el servicio de almacenamiento en la nube por las nubes http t co QJ73xjlE web microsoft tecnologia'
apple,neutral,'KaeKaed Apple Here is an easy way to put Newsstand in a folder http t co yVXmWIbI'
apple,neutral,'The takeaway from the Apple earnings call Even Apple needs a new iPhone release every 12 months to stay competitive cc hblodget'
microsoft,irrelevant,'mcastanedac ya qu tale esa mugrera de Microsoft OS Vamos a dejarla limpia y andando aprovecha el nuevo Ubuntu que jala hasta en cels'
microsoft,negative,'I did the best of everyone who failed Bill Gate Microsoft'
microsoft,neutral,'Steve Ballmer Bunch of new Nokia Windows Phones coming next week http t co 8F2FVygU via esphoneblog wp7 nokia microsoft'
apple,positive,'dammit listening to siri is making me want to upgrade well played apple'
google,neutral,'Is it bad if I just want it because its called the icecreamsandwich http t co Wt3C2rP1 android sansung google'
microsoft,irrelevant,'En daar gaan we weer pakt vergrootglas erbij zoeken naar die leuke nieuwe collega http t co jy7fBeID vacature microsoft'
apple,neutral,'The great tech battle ft facebook amazon apple and more http t co ws4lWWXy via fastcompany'
google,neutral,'Google is introducing GalaxyNexus You can unlock you phone by smile Other then that get an iPhone'
twitter,irrelevant,'RT anfisabreus http t co 6DLxWIlU twitter'
apple,positive,'the nice guy at the apple store replaced my phone gratis when I showed him the hairline crack on the screen thanks apple'
twitter,neutral,'I don t see the point of following a news station on twitter if there s breaking news people are gunna tweet about it anyway obvs'
google,neutral,'Google WebGL Bookcase Google WebGL Bookcase Google developed a WebGL app that shows a 3D model of a bookcase http t co y8HC6kzB'
twitter,positive,'I like twitter'
google,positive,'have to finish faster the only way is to google it google D'
apple,negative,'The line at the apple is just STUPID'
microsoft,neutral,'Why do Linux fanatics want to make Windows 8 less secure http t co OGkaYZO7 linux microsoft'
twitter,neutral,'SGarney I put the picture up on twitter I did it cause everyone on twitter is cool and your not getsamanthaofftwittereveryone'
microsoft,neutral,'Microsoft excludes tablets from its holiday advertising push http t co QlArpUaT'
google,irrelevant,'Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor mobiFlip de http t co 0cckAp5E'
twitter,positive,'RT ahhfuckitsguss twitter can be so useful on letting out your feeling when you cant in the real world'
twitter,irrelevant,'El dia de hoy esta muy flojo el Twitter qe pasaa DDDDDDDD la apocalipsis ok no jaja'
google,positive,'Dostupan SDK WOW R E S P E C T Google IceCreamSandwich'
google,irrelevant,'Wordt er al een beetje gebruik gemaakt van google durtevragen'
google,irrelevant,'SEO Video Specifying an image s license using RDFa http t co aO99FTLV google seo images rdfa'
microsoft,neutral,'Microsoft Cloud Windows Intune Microsoft Offers Cloud Partners New Incentive calendar year whi http t co ufI0YlL7 TCN'
apple,neutral,'after being on hold with apple for the last 30 mins i really like their music selection of on hold music White Stripes Ray Lamontagne'
apple,positive,'RT SawyerHartman I FU KING LOVE YOU APPLE this phone is the best thing ever SIRI BEST THING EVER MADE'
google,irrelevant,'Welchen Vorteil bietet G f r Facebook basic http t co DLvTboeK Google'
apple,irrelevant,'Welp RT Tree Apple you didn t fall too far from me huh RT NikkiNotNiki Nia Long s mom is gorgeous'
twitter,irrelevant,'o RafaArrudaa olha o papel de fundo do meu TWITTER se vai raxa HSAUHSAUASHASUHSUSHAUHSUASHUASHASHUASH'
twitter,irrelevant,'Bienvenida al mundo twitter Te quiero mucho Azucena Elidaandrea'
google,neutral,'Samsung Galaxy Nexus announced full specs available http t co 0Nd3LiwV samsung galaxy nexus google android ics thetechcheck'
google,neutral,'The Great Tech War Of 2012 http t co OY8PuVhP Apple Facebook Google Amazon'
twitter,neutral,'Katieec7 lmao I love it please be on twitter all the time so I have another friend to mention'
microsoft,irrelevant,'Un pa o m s y 3devBC ser el primer Microsoft Partner Gold en Application Lifecycle Management ALM del pa s WIN'
microsoft,irrelevant,'Vanmiddag woon ik een ETTU evenement over zaakgericht werken met SharePoint2010 bij microsoft op schiphol bij'
apple,irrelevant,'Do not check other site for Ed Hardy Black Long Sl http t co hengQGqp Unlocked Apple Touch Phones'
microsoft,irrelevant,'Wordperfect Windows 95 Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http t co dyOyrkYD'
apple,negative,'screw you apple iOS 5 I can t download this crap and I m tired of trying Get this problem figured out about my connection timing out'
twitter,neutral,'Facebook and Twitter Off'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes You re Lucky http t co D0u2o9nZ'
twitter,irrelevant,'Nossa meu BG aqui no Twitter est uma coisa pavorosa preciso recortar essa foto de novo meu rosto ficou todo deformado hahaha'
microsoft,neutral,'Why Ice Cream Sandwich Might Make Things Worse Google needs to look to Microsoft as an example http t co 7UXWvH6h via pcmag'
twitter,positive,'I keep forgettin how much i really like Twitter lol'
twitter,neutral,'Blue Chipperz This nigga need to go to Twitter Jail DAAAYUM DOG lOl'
apple,neutral,'leg3nd apple the new iPhone'
google,neutral,'Google Buzz to the junkyard along with four other services including Jaiku http t co XzxMHuuu gt liked Jaiku'
microsoft,neutral,'Any Microsoft trainers in Oxfordshire who offer free training to local charities Unfortunately out of my catchment area Makethatlink'
microsoft,negative,'I am quickly falling in love with Apple iCloud Finally a web based solution to wave my old Microsoft Outlook bye bye'
microsoft,irrelevant,'videohovory na facebooku jsou skv l Microsoft by mohl integrovat tuto funkci do dal aktualizace windowsphone pak to bude geni ln'
microsoft,neutral,'cloudnewsindia The War of Email Cloud Computing Google vs Microsoft http t co zu9pSwSG'
google,irrelevant,'Google Samsung Galaxy Nexus Android Ice Cream Sandwich 4 0 http t co yNg45IDC'
apple,neutral,'Great Tech War of 2012 http t co 64jGRoBp FastCompany profiles Amazon Apple Google Facebook on CNBC ht philsimon'
apple,neutral,'RT fredbenenson Hey twitter and apple this is pretty dumb http t co kubkPO0T'
google,irrelevant,'Todav a existe Google'
twitter,irrelevant,'twitter se me hiso vicio'
twitter,irrelevant,'Me acuerdo cuando abri twitter el primer follow que di fue a PistokO'
apple,negative,'Waited in line for nothing fucking genius Apple called an app for John not jean stop fucking up my name im not a French boy PCam'
microsoft,neutral,'gsmarena com Talk talk talk release the phone already before they are completely obsolete Nokia Microsoft'
microsoft,neutral,'Free Genuine Copy Microsoft Windows 8 Pre Beta OS I don t know how long it s been out http t co EY8GOIrk'
google,positive,'Cant build a website Get a Google website Free http t co 7qUy4uOU'
google,irrelevant,'RT takashiruru android beam Android4 0 Google'
microsoft,negative,'skype is now part of stupid microsoft it seems'
google,irrelevant,'Como es posible que Motorola siga bloqueando los bootloaders de sus telefono Merecen quebrar y con ellos google MotoFAIL'
twitter,neutral,'Twitter must be sharing caring interacting socializing Don 39 t K does who ignore you Give a K to thise who truly are social'
twitter,irrelevant,'Nada como darle vida de nuevo a mi twitter'
twitter,neutral,'My cuz Robbase101 is new to twitter drop him a follow and show him some love Esp if you like Canes Jets Yankees Knicks sports'
twitter,neutral,'Teah2015 I had to inform my twitter account that you weren t a stranger and give you permission to see my stuff Not sure why that is'
twitter,neutral,'king fizzy Bigrob step your twitter game up elijahcrago is starting to catch up'
twitter,irrelevant,'Mention Twitter and get a Pittsburgh HVAC and Electrical systems Checkup for 129 Contact http t co KI7JJulI'
microsoft,positive,'Microsoft dishing out free first gen WP7 handsets at its stores http t co cvfWMvmO'
microsoft,neutral,'Microsoft s Steve Ballmer attacks Android phones http t co ExByurKL windows android microsoft google'
apple,negative,'Lisa Marie1987 shhhh the evil sith lords apple may hear you ha'
microsoft,neutral,'RT sholliman SIGSource Microsoft s Tami Reller says get on the bus and if you don t want to be on the bus get off the road'
microsoft,neutral,'we strongly recommend students that are following us to sign up for the imaginecup 2012 contest http t co ytn5OHym microsoft'
twitter,neutral,'twitter is not eharmony'
microsoft,neutral,'Good luck to CPG team RT MindTree PR MindTree Introduces mPromo TradePromotion Solution on Microsoft Azure http t co aTNnITtt CGT'
microsoft,neutral,'Microsoft drops developer preview of its Roslyn compiler http t co niSKSmL4'
microsoft,neutral,'RT bcopher Anyone know where I can get a free trial of microsoft frontpage for mac'
microsoft,irrelevant,'Microsoft fulminate de este planeta como puede hacer eso a Android y a todos los desarrolladores y usuarios'
google,neutral,'Google thinks your digital books belong on a digital bookcase a WebGL Chrome experiment http t co 2LqpqF6F'
microsoft,irrelevant,'microsoft diggita Microsoft Bill Gates in tribunale sotto accusa Windows 95 isarenas http t co nXDd3dCZ'
apple,irrelevant,'HAZI apple com'
google,irrelevant,'Possibilit de voir les mises jour un peu comme Sony Ericsson avec l int gration Facebook google nexusprime'
google,neutral,'Massive Galaxy Nexus Ice Cream Sandwich Recap http t co I8SW5Udz galaxynexus Google ics Samsung'
microsoft,neutral,'RT MichaelKroker Steve Ballmer Nokia to reveal multiple Windows Phone devices next week Microsoft may make their own http t c'
google,neutral,'On Google then go here http t co hhAmwm8K GPlus Googleplus Google teamfollowback socialnetwork'
twitter,neutral,'RT Lecko alx My twitter age is 2 years 94 days 1 hour 40 minutes 33 seconds Find out yours at http t co spItzFcx twittertime'
twitter,neutral,'enjoy Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS http t co vKjwATSr great'
google,irrelevant,'RT QiiBO GalaxyNexus es presentado oficialmente http t co dwUWIYWC Conoce los detalles del nuevo tel fono de Google'
apple,neutral,'I am now the proud owner of apple tv thanks to big bro steveeadie and family'
google,irrelevant,'Samsung y Google contraatacan a Apple con el nuevo Nexus Prime http t co xHvncznB v a cincodiascom android tecnolog a'
twitter,irrelevant,'pues esto fue todo por hoy D bye FB sigo un rato m s por twitter'
microsoft,neutral,'A Web service developed by Microsoft Research lets people curate their own personal history http t co TYAdzHQx'
twitter,neutral,'SO I HAD HER MAKE A TWITTER SHE S HOT SEXY EVERY ONE FOLLOW ONE 1 MA NEW FOLLOWER S Rocioo08 LEGOOO'
microsoft,negative,'waynp Not the MS hate bit tho lt Waddya mean microsoft sucks bonobo monkeys asses Linux roolz For the extremists there s BSD'
microsoft,neutral,'Set up an environment where you get innovation Share those expectations with your suppliers SIGSource Microsoft'
twitter,neutral,'BenFolds p s I would have never used the word playa over player if Twitter wasn t so restrictive'
microsoft,irrelevant,'Une nouvelle interface haptique sign e Microsoft et CanergieMellon OmniTouch Tactile et wearable cc Billaut http t co 6ODVjEQG'
google,neutral,'Google unveils what s new in Android 4 Ice Cream Sandwich http t co uOLAYieA'
google,irrelevant,'Olha o tamanho desse CR NIO xD Google Android'
apple,irrelevant,'Apple Store fb http t co V07PBNdP'
twitter,irrelevant,'Que bueno que hay gente que no te lee aqui en twitter D'
apple,neutral,'RT HowardMortman RT edatpost Apple fan Eric Holder spotted at the Genius Store http t co 7vZSIXpy'
apple,neutral,'IHS iPhone 4S shows key design and component changes http t co Y3Mali6y apple apple iphome4S ios5'
microsoft,neutral,'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes You re Lucky http t co pxHqdSav'
microsoft,irrelevant,'Hallelujah RT sammydekeijne Voor links van Martin Microsoft zijn QR codes dan weer wel handig in een publiek zoals dit althans AUGNL'
twitter,irrelevant,'maxpowertoloza bienvenido TWITTER jejejeeje buena'
microsoft,irrelevant,'Microsoft ha migliorato la ricerca per la barra d avvio di Windows 8 Windows 8 abbatter http t co 9LEIev0n windows microsoft'
microsoft,irrelevant,'OmniTouch ekran dotykowy na d oni od Microsoft Czytaj wi cej PGSTech http t co Ec6mzWiz'
apple,neutral,'vlingo is a POOR substitute for Siri Yo APPLE gimmie Siri'
google,neutral,'google icecream galaxy nexus http t co gkoHBpN8'
twitter,neutral,'I love my twitter name'
twitter,neutral,'Good night Twitter Off'
microsoft,irrelevant,'RT lyonpat25 iguanahosting ganamos Socios Hoster del a o en Enlance 2012 Ganando Juntos Microsoft Felicitaciones'
twitter,neutral,'Goodnight Twitter'
microsoft,neutral,'Night at the Roxbury with Gates and Ballmer http t co RSZAL40S funny video gates ballmer microsoft'
google,irrelevant,'Digital Google en Twitter komen niet tot een overeenkomst voor realtime zoekdiensten de google en http t co cFmZOejW'
apple,neutral,'It s a good thing apple has not came out with an iCar because I would be in line for one and im sure it would be expensive'
google,irrelevant,'RT joselopes 2001 Parab ns Google Voc s humilharam o iOS Android 4 0'
microsoft,irrelevant,'Kat in het nauw Microsoft WindowsPhone flink afgeven op je concurrent Android http t co tcDtTnIu'
microsoft,neutral,'RT imason inc Search Governance in SharePoint 2010 http t co dPlbPQHO microsoft'
google,irrelevant,'RT juank3946 IceCreamSandwich presenta AndroidBeam una herramienta para transferir archivos con solo juntar 2 tel fonos Android G'
twitter,neutral,'IGoHard NoBONER Yooooo Mena Malia lOl I love your Twitter name'
google,irrelevant,'nandokanarski PUTZ que bela MERDA Google Android fail'
microsoft,positive,'Is Google Down http t co wFrzKYsN via Ejunkie Good for Bing Microsoft s investments paying off'
google,positive,'Google Earth Helps Locate Salmonella Hotspots http t co mcz9RSDf google'
microsoft,neutral,'Esse prof acha que ningu m sabe mexer no microsoft word'
google,positive,'Probably the best IceCreamSandwich yet Samsung and Google s event live blog by engadget Why haven t I switched to Android again'
google,neutral,'Yeni Galaxy Nexus http t co QZcbA4Bx google galaxynexus'
microsoft,irrelevant,'Microsoft Werk Citrix Microsoft Specialist NB Den Bosch Zoek je een technisch uitdagende high profile groeipo http t co TsGcOIHX'
google,irrelevant,'Ik lees steeds meer enthousiasme voor google en aantal gebruikers groeit spectaculair Ik merk daar niets van'
apple,neutral,'A must read article on fastcompany about Apple Facebook Google and Amazon technology war in 2012 http t co nxc7Wo4S'
apple,positive,'SteveJobs being honored tonite Apple A truly great loss to the world He will so be missed'
apple,neutral,'Can someone explain to me how the hell iMessage differs from a text message Apple'
microsoft,neutral,'WSPSanDiego Kickoff tomorrow 10 20 at San Diego Microsoft Store at 6 00pm wspwest ping me w questions in'
google,irrelevant,'RT twandroid Nouvelle gestion des onglets sur le navigateur google nexusprime'
